	log2_fold_change	p_value	q_value
7377_gene	0.847586917695773	0.00392219406275065	0.0246544728980932
1425_gene	0.599010473431763	0.0039267655153566	0.024668203547535
914_gene	1.1834302133195	0.00397145049166406	0.0249231196113819
7868_gene	-1.61683289582588	0.00397216740854906	0.0249231196113819
9493_gene	1.91707742976038	0.00397644196795506	0.0249348005442037
8511_gene	-0.861533470102061	0.00400917351589889	0.0251248023731347
7374_gene	0.628387834619691	0.00402402833241303	0.0251935106700808
10101_gene	-0.63825591543513	0.0040250131716957	0.0251935106700808
9223_gene	0.664536953857962	0.00402811036918255	0.0251976347186032
6793_gene	4.12243088923667	0.00404514310004602	0.0252888740446918
5775_gene	-0.620134950252553	0.00405337406927081	0.0253250106601237
1720_gene	-0.949715498011977	0.00407156051046265	0.0254232666556623
2659_gene	-0.511063836579264	0.0040780945327793	0.0254486889503268
1497_gene	0.713161531857794	0.00408816539395708	0.0254961383108947
3223_gene	-0.856555467828216	0.00410254629988204	0.0255703941272503
6794_gene	1.07746268329202	0.00410664090819926	0.0255804865252147
3727_gene	-0.859004634182486	0.00412523198612075	0.025665350598779
8386_gene	0.88402021167337	0.00412417171112648	0.025665350598779
6072_gene	-0.556106060075388	0.00412893344425933	0.0256729231125006
4054_gene	-0.65232131508686	0.00414136439287745	0.0257347321924207
6639_gene	-0.988527946073983	0.00414748949103851	0.0257573055290817
962_gene	-0.641582948999265	0.00415932643511664	0.0257885911840966
3084_gene	1.41934802983277	0.00416001369304132	0.0257885911840966
5185_gene	0.812192858564831	0.00415885254609841	0.0257885911840966
10363_gene	1.42248869429001	0.00417622385621272	0.025873559550421
4935_gene	-0.917250855219917	0.00419905512047873	0.0259994221779671
1837_gene	0.795932469235599	0.00423384967497971	0.0261991631983475
10358_gene	-0.932453986289581	0.00425135912326066	0.02629176850974
1015_gene	-0.814482685153546	0.00427381132471492	0.0264148123382799
7087_gene	-0.819837965118778	0.00428959307575169	0.0264965061833939
5452_gene	-0.763030932718967	0.00432071977424303	0.0266728304343056
36_gene	0.549746557301795	0.00432394350472383	0.0266767953300394
6256_gene	-0.585063679125698	0.00433930019526352	0.0267555657624423
10422_gene	0.68641548839199	0.00435929063251799	0.0268627963007996
5331_gene	0.906591246466603	0.00444171367382528	0.0273530225504912
7697_gene	0.729555580224832	0.0044441382680738	0.0273530225504912
1456_gene	-0.729050383804658	0.00446361753926815	0.027456561696903
6883_gene	-0.901472657544316	0.00449787783505274	0.027650844466053
10130_gene	-0.819795757746411	0.0045255706428088	0.0278045463869121
5203_gene	-0.888241769093103	0.00453956524931365	0.0278739556068968
7176_gene	0.702275810408962	0.0045465875893186	0.0279004965249516
3371_gene	-0.749086172803273	0.00457416443139138	0.0280530654207706
1424_gene	0.58870209523814	0.00460816050395502	0.0282447987235298
8172_gene	-0.936936129982984	0.00461294919413339	0.0282459728214476
9288_gene	0.995074499620704	0.00461381866872494	0.0282459728214476
8788_gene	-2.52518107407813	0.00461856798627994	0.0282583076200218
6051_gene	0.785727076254636	0.00462711254149598	0.0282938349135026
1118_gene	-0.894931676260484	0.00466153804060153	0.0284874832120498
4683_gene	-0.516397716341171	0.00467513572905406	0.0285536954042817
4053_gene	-0.642577918600793	0.0046839054995107	0.0285903599716146
2320_gene	0.781121007887433	0.00469493864867657	0.0286238914427279
10577_gene	-0.892671377088368	0.00469336908532966	0.0286238914427279
6396_gene	-1.07336510490543	0.00471585950527401	0.028734488282725
8848_gene	1.05045025435415	0.0047464027648343	0.0289035510735402
3439_gene	0.616674352532826	0.00475157344463189	0.0289179976306396
8636_gene	-0.858572372379395	0.00476214062169401	0.0289652508443707
6676_gene	-0.658187094261237	0.00477797462625885	0.0290444645810347
9896_gene	0.557136534352751	0.00478830985791968	0.0290901787605773
2261_gene	-0.604283478344404	0.00481515989153199	0.0292361118208529
8409_gene	-0.9734893152629	0.00482051223889721	0.0292514230632788
5583_gene	-1.06335162183898	0.00484450826091391	0.0293797819062701
2863_gene	0.489524086816053	0.00490146233455928	0.0297077488359739
5115_gene	1.1398255897001	0.00491306078197705	0.0297605920990333
6561_gene	1.14772485995881	0.00491839775479177	0.0297754671341641
6721_gene	-0.899464340848635	0.00493790279654664	0.0298585649499783
7343_gene	1.57768127716796	0.00493586387215183	0.0298585649499783
9143_gene	1.357127577819	0.00495388276680511	0.0299376751533123
5831_gene	0.624237572509542	0.00496268158524212	0.0299733205738703
3102_gene	-0.565217189146339	0.00497278383366054	0.0300167921361262
4453_gene	0.687929753747102	0.00497847920439663	0.0300336276113454
9090_gene	-0.552996866600288	0.00498390489842608	0.0300488175147813
5652_gene	-0.618415131845662	0.00500476239529089	0.0301569764390298
4872_gene	1.51428804611087	0.0050286992443436	0.0302835536078361
783_gene	0.862794101229698	0.00504142414967875	0.030333555420565
1898_gene	0.838829017679103	0.00504641910687382	0.030333555420565
6116_gene	0.857789794515291	0.00504963766077086	0.030333555420565
6684_gene	0.704970810584548	0.00504732647507077	0.030333555420565
9531_gene	0.863228459135014	0.00505167881544343	0.030333555420565
2684_gene	-0.633633607638385	0.00510003774955911	0.0306057200552671
5448_gene	0.70499932036478	0.00510292777774581	0.0306057200552671
4113_gene	0.6503320192647	0.00511512298588548	0.0306610678283878
4109_gene	-0.6099427945511	0.00512285702602309	0.0306896258011146
9033_gene	6.2685394688735	0.00513259934494599	0.0307301747570521
3293_gene	1.43263849238732	0.00514006926343167	0.0307570791941534
4118_gene	-0.758873837185926	0.00514845941362053	0.0307894557756681
6076_gene	-0.932848501957143	0.0051791913049076	0.0309553284817323
5196_gene	-0.861449464936404	0.00521887179296991	0.0311744630685266
6210_gene	0.474869899435398	0.00524701014751381	0.0313244383965383
2230_gene	-0.746851289724254	0.00527347202839209	0.0314642378414572
8297_gene	0.622992109268108	0.00528061500897915	0.031488675996994
439_gene	-0.791675423991533	0.00534799088165321	0.0318536817123944
5725_gene	1.19863432906511	0.0053458602262847	0.0318536817123944
8912_gene	-0.698652920265849	0.00539511936269147	0.0321158775887406
2468_gene	0.499796337901905	0.00540874179043003	0.0321784327359263
1362_gene	-1.08621445136558	0.00541299626888764	0.0321852148692088
1872_gene	-0.710034409001029	0.00543711009026923	0.0323100032621289
8692_gene	0.829804418921669	0.00544406841415827	0.032332760340179
6402_gene	0.913885880411937	0.00548760510973871	0.0325726083883055
6428_gene	-0.758145972891149	0.00550744752893338	0.0326374191114466
8306_gene	0.874700121548806	0.00550462690235515	0.0326374191114466
8388_gene	-1.22211225784413	0.005507998735278	0.0326374191114466
7224_gene	-0.600888573599868	0.00552962309866091	0.0327467765624996
352_gene	0.519435861656339	0.00553581984917202	0.0327646977785473
7078_gene	0.741047715333911	0.00554006050405281	0.0327684749958585
7131_gene	-0.69536023044413	0.00554279991220831	0.0327684749958585
10089_gene	-0.704094573735211	0.00555616724313575	0.0328287205777958
192_gene	-1.00075497890033	0.00556156636675968	0.0328418439051969
4152_gene	0.439265539419845	0.00557533035211569	0.03289670131024
8956_gene	-0.965634320906336	0.00557722282712797	0.03289670131024
2308_gene	0.879471042480096	0.00558995309992324	0.0329529807955543
234_gene	-2.01604206124888	0.00560762677489703	0.033026799499203
6019_gene	1.35336851090025	0.00560886714932275	0.033026799499203
5397_gene	0.857447275022247	0.00561994480568789	0.0330583003350376
5949_gene	0.81445675199082	0.00562061483342956	0.0330583003350376
1614_gene	-2.45983209113495	0.00562773639669828	0.033081358318248
3598_gene	0.910893627542353	0.00565631159624329	0.0332304286728699
10168_gene	-0.53341327324159	0.00569177033981517	0.033419746983892
3657_gene	-1.09730696492716	0.00569803547348502	0.0334375346865384
3260_gene	-0.738984025024262	0.0057023086643582	0.0334436196012926
3165_gene	-0.652953630667697	0.00573726864659259	0.0335958586522502
8756_gene	-0.839678480411108	0.00573741021079144	0.0335958586522502
9909_gene	0.659795829112878	0.00574127021287728	0.0335958586522502
10515_gene	-0.498255461745865	0.00573929269553796	0.0335958586522502
5921_gene	1.07691604246727	0.005801674203637	0.0339301082175353
2598_gene	-0.665759328912933	0.00582639967316331	0.0340552626257568
8285_gene	-0.951123157817325	0.00582966514272922	0.0340552626257568
7964_gene	0.980793423461653	0.0058387954303114	0.0340893288004734
4473_gene	-0.94637917644963	0.0058562748989443	0.0341720749890968
1018_gene	0.625103612313431	0.0059291581870381	0.0345778333548825
542_gene	-0.707137185873666	0.00593400238731069	0.0345865655219789
1132_gene	-0.60452574365019	0.00594837568070296	0.034650797229078
5835_gene	0.72662578489251	0.00596540658349578	0.0347304290894903
6007_gene	0.643412314859284	0.00596904125173481	0.0347320226888669
8226_gene	0.941249860517127	0.00597434049100101	0.034743294673047
9734_gene	0.808300654959461	0.00600442089187878	0.0348985857686588
2475_gene	0.704066301166257	0.00605206984671263	0.0351557559280092
7014_gene	1.15527851227651	0.00606457336190006	0.0351888271318783
9433_gene	0.759028012369163	0.00606178078429948	0.0351888271318783
1410_gene	-0.639468483623074	0.0060709374693289	0.0352059864242676
8789_gene	-2.57319528721571	0.00610248864878228	0.035369106952617
7973_gene	-0.754633834342033	0.00610938991726246	0.035389257514008
1678_gene	-0.796994287358399	0.00613713638269042	0.0355300657583881
2756_gene	-0.879030435253685	0.00616011558978656	0.035643132421531
6234_gene	0.452295638380768	0.00621843648937034	0.0359403370699962
7318_gene	0.837893222278688	0.00621774806034039	0.0359403370699962
1811_gene	0.908112591836342	0.00622368898152688	0.0359505880017321
201_gene	-0.942236711219451	0.00623812454236754	0.0360138430283945
9374_gene	0.793211136891579	0.00626266205302523	0.0361353152741277
8299_gene	0.60961478300128	0.0062888079133442	0.036265926884207
4437_gene	0.62027057458961	0.00630076405708524	0.0363146100200328
10580_gene	1.00691003179153	0.00633365917648608	0.0364838539185101
4194_gene	0.751121129360144	0.00636866863613786	0.0366650817191357
9979_gene	0.724717476940331	0.00637721478151354	0.0366938405078847
9209_gene	-0.917167760510551	0.00638120988369262	0.0366963956249747
10638_gene	-0.708462208282445	0.00638877155848414	0.0367194467660596
10620_gene	6.23931092329906	0.00646243096562031	0.0371221576424237
6566_gene	0.697146224797493	0.0064725875496792	0.0371598442991027
290_gene	0.707179313630164	0.0064794901869048	0.037177298404808
3711_gene	-0.727913682510461	0.00648282288808439	0.037177298404808
1591_gene	1.23829567975991	0.00649195446104585	0.0371911011240245
7690_gene	0.627459875696242	0.00649242756219665	0.0371911011240245
2567_gene	-0.973211874104139	0.00650841301756902	0.037262016688952
2403_gene	0.945827357981019	0.00651231426483049	0.0372637074267764
626_gene	0.852765169891486	0.00653984696523958	0.0374005415267215
10426_gene	0.761196746949538	0.00654901707430669	0.0374322690519277
785_gene	-0.983510611667295	0.00657532355015808	0.0375547169487513
3265_gene	0.780538245853337	0.00657770831016449	0.0375547169487513
7733_gene	-0.781156717226094	0.00659339434045771	0.0376234881912148
7761_gene	-0.799229651644303	0.00659784226006683	0.0376280915648624
448_gene	0.642160676787754	0.00660276141679487	0.0376353758859118
7707_gene	-0.551414358079809	0.00663172699014904	0.037779639865601
9021_gene	-1.54669664592744	0.00664285597794205	0.0378013621564169
9674_gene	5.39500482041001	0.00664160421623072	0.0378013621564169
10204_gene	0.662600888351651	0.0066573465693679	0.0378629716278745
904_gene	-0.71638371072782	0.00667137781147721	0.037902829530256
8479_gene	1.92563187908188	0.00667535801674724	0.037902829530256
8914_gene	0.672610407120976	0.00667422463548423	0.037902829530256
8089_gene	0.693286711133045	0.00669606916262802	0.0379995489986809
4128_gene	-0.642265937748878	0.00670185867253253	0.0380115299242323
4314_gene	-1.18569926436824	0.00671514544448108	0.0380659972700315
5467_gene	0.894530433351774	0.0067212110712147	0.0380691908674042
5629_gene	-0.77155978682277	0.00672307657567376	0.0380691908674042
8052_gene	-0.77544513895915	0.00672893982452481	0.038081524724337
2238_gene	1.13310141786374	0.00674149223265428	0.0381316807510943
61_gene	0.913018554984492	0.00675502803599382	0.0381873412056674
1708_gene	-1.74725846683263	0.00678242786555658	0.0383212736810616
8352_gene	0.605872434697475	0.0068178377550578	0.0384792656257604
9587_gene	-1.33004757802469	0.00681758849535555	0.0384792656257604
7489_gene	-0.63251221840603	0.00686890468492373	0.0387040681646684
8909_gene	-0.561772956568049	0.006867138434121	0.0387040681646684
9139_gene	-0.828272507147793	0.00686494878745786	0.0387040681646684
10297_gene	-0.862386189162646	0.006889281039889	0.0387977276655111
492_gene	0.66740363740434	0.00694129391420293	0.0390056178952545
2209_gene	-0.725831754318494	0.00693866763860727	0.0390056178952545
3909_gene	4.64452882740203	0.00694120521577977	0.0390056178952545
10148_gene	-0.579520284299837	0.00693263850397421	0.0390056178952545
5616_gene	1.11833406471052	0.00697060365687339	0.0391490316250705
9176_gene	-0.654447167757198	0.00698409027982554	0.0392034703702972
6322_gene	-1.16533144097311	0.00698836993000073	0.0392061969905687
3198_gene	-0.803532426001711	0.00700813086322965	0.0392957267176425
10252_gene	-0.574252374986152	0.00701342415064607	0.0393040808962996
5197_gene	-0.793217902356021	0.00702194583068468	0.0393305085172333
9966_gene	-1.01601072392619	0.0070288290458496	0.0393477352978384
5752_gene	-0.880410419514265	0.00704359518646377	0.0394090485419148
2681_gene	-0.714085123137628	0.00712925081898781	0.0398667088546645
6087_gene	0.976420382607377	0.00713761652311046	0.0398713417001586
8828_gene	1.15485978150233	0.00713779583368428	0.0398713417001586
6078_gene	2.10347804234579	0.00715880085572189	0.0399670707958023
997_gene	0.940059450103391	0.0071648907833239	0.0399753124893466
3434_gene	-0.564923591828847	0.00716921626722544	0.0399753124893466
4732_gene	-0.850737860600609	0.00717188207424507	0.0399753124893466
8068_gene	-0.817728012722222	0.00719160004805049	0.0400636091086543
10164_gene	1.10200525021564	0.0072521264428562	0.0403790272955151
6516_gene	2.34270622397117	0.00727992177084691	0.0405119610015789
3551_gene	1.61599420018308	0.00730182366374099	0.0406119729499997
3383_gene	-0.779373898728273	0.00737484737500356	0.0409300068599821
7788_gene	1.14720639639538	0.00736545644083648	0.0409300068599821
8244_gene	0.687561343346312	0.00737009269759029	0.0409300068599821
8432_gene	-1.4692588493634	0.00737125937384683	0.0409300068599821
8493_gene	-3.12146591013061	0.00737882103443351	0.0409300786740934
2550_gene	-0.789822861452052	0.00739392556602429	0.0409918598708664
4160_gene	-1.13386302847235	0.00741253648104887	0.0410730037507555
721_gene	-0.934552491289096	0.00742237715167899	0.0411054906138535
3404_gene	0.776472005892129	0.00743754073075862	0.0411674054159933
5854_gene	-0.807672943320855	0.00744996622332328	0.0412141065052584
8240_gene	-0.673341775824561	0.00745578094370189	0.0412242056031114
6792_gene	0.533185982173754	0.00745980660699179	0.0412244072067664
10415_gene	-0.714906624787605	0.00749828021921306	0.0414148732150442
4829_gene	0.434545538204492	0.00751144059988685	0.0414653991235207
173_gene	-0.711623760189564	0.00752077340332659	0.0414726106456654
7119_gene	-0.641223441511045	0.00751969029864404	0.0414726106456654
3651_gene	1.69939795282593	0.0075448541762771	0.041583212297412
100_gene	-0.927500424974892	0.00755006959976244	0.0415897757163886
4086_gene	-0.699048870324273	0.007579711583586	0.0417266946082653
7595_gene	0.908146371526027	0.0075830010135787	0.0417266946082653
10637_gene	1.18985507888859	0.00758873174033953	0.0417360052180249
1703_gene	-0.714805238430202	0.00760423361839692	0.0417767943713524
4210_gene	-0.847003242546611	0.00760177345224971	0.0417767943713524
1419_gene	-3.80785298566294	0.00761712150356013	0.0418253632400586
617_gene	-2.84289243664563	0.00764306994328412	0.0418558873842365
